Zach Jones 2025 Training Cycle ,,,,,,,,,,,,,,,,
"bar x10x3-4, 60x5-6x3-4",90,105,122.5-125,pause every rep,,,,,,,,,,,,
Board Press- 2 board  - 175 max,75-77.5%x3 belt,80-82.5%x3 belt,85-87.5%x2-3x3 belt,video please,,,,,,,,,,,,
,130-137.5,140-145,150-155,pause every rep,,,,,,,,,,,,
Conventional Deads with a defcit - 245 max,50%x4-5 belt ,60%x3-4x2 belt ,65-70%x2-3x4-5 belt  ,video please,,,,,,,,,,,,
"2 mats, bar x10x2, 70-75x6x2",125,147.5,160-172.5,,,,,,,,,,,,,
Conventional Deads - 245 max,65-70%x4-5x2-3  belt  ,video please,,,,,,,,,,,,,,
,160-172.5,,,,,,,,,,,,,,,
Reverse Hypers,3-4x10,,,,,,,,,,,,,,,
DB Rows,3-4x10-12 ea side,85-105 lb db,pause it at the top and go 2 seconds on the way back down,,video please of the dips,,,,,,,,,,,
Tricep Pushdowns with Straight Bar,3-4x10-12,pause the bottom and up slow,"or Weighted Dips bodyweight x5-6, 2-3x3-4  55-110 lbs",,,,,,,,,,,,,
Front Elbow Bridge,3-4x:60-:70 Seconds, put 10-25 lbs of plates on your back if very easy ,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sunday,23-Mar,,,,,,,,,,,,,,,
15-30 minutes of light to medium cardio,,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
