Zach Jones 2025 Training Cycle ,,,,,,,,,,,,,,,,
"bar x10x1-2, 60-70x4-5x1-2, 90x1-2, 110-115x1",135 RAM,152.5-160 2 bd,170-175 1.5-1 bd,185-190 1-.5 bd,200-210  .5-no bd,pause all reps,***wear your smaller Rage X,,,,,,,,,
Equipped Board Press- 2 board - 215 max,100-105%x1x2 belt shirt,video please,,,,,,,,,,,,,,
2 board,215-225,pause all reps,,,,,,,,,,,,,,
Conventional Deads with the wagon wheels - 245 max,50%x3 belt,60%x3 belt,67.5-70%x3x1-2 belt,72.5-77.5%x2-3x3-4 belt,video please,,,,,,,,,,,
" bar x10x2-3, 70-75x4-5x2-3, 105x3 belt",125 wagon wheels,145-147.5 wagon wheels,165-172.5 wagon wheels,175-190 wagon wheels,,,,,,,,,,,,
Reverse Hypers,3-4x8,,,,,,,,,,,,,,,
DB Rear Delt Raises,4-5x8,35-45 lb dbs,,,,,,,,,,,,,,
DB Flies,4-5x8,40-50 lb dbs,"pause the top and down slow, arms bent slightly",,,,,,,,,,,,,
Front Elbow Bridge,3-4x:45-:55 Seconds, put 10-25 lbs of plates on your back if very easy ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Saturday,31-May,,,,,,,,,,,,,,,
Narrow Grip Bench- 180 max,50%x3,60%x3x2,70%x2-3x4-5 belt,video please,,,,,,,,,,,,
"bar x8-10x3-4, 60-70x4-5x3-4",90,110,127.5,pause every rep,,,,,,,,,,,,
Board Press- 2 board  - 180 max,75%x3 belt,80%x3 belt,85%x1-3x3-4 belt,video please,,,,,,,,,,,,
,135,145,155,pause every rep,,,,,,,,,,,,
Leg Press,5-6x8-10,,,,,,,,,,,,,,,
Leg Extensions,3-4x8-10,,,,,,,,,,,,,,,
Split Grip / Neutral  Lat Pulls,4-5x8,pause the end and go slow on the way up ,,,,,,,,,,,,,,
Tricep Pushdowns with Straight Bar,4-5x8,pause the bottom and up slow,"or Weighted Dips bodyweight x5-6, 2-3x3-4  55-110 lbs",,,,,,,,,,,,,
Hanging Knee Ups/Raises- pause the top and down slow,hanging from a pullup bar,3-5x8-10 ea side,video please,"pause the top and down slow, don't quite go all the way down, keep the back flat and arched at the top, don't bring your knees above the waste , when you start to lift the knees bend them and then straighten the legs back out on the way down.",,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sunday,1-Jun,,,,,,,,,,,,,,,
15-30 minutes of light to medium cardio,,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
