Zach Jones 2025 Training Cycle ,,,,,,,,,,,,,,,,
RAM 2 BD Press- 205 max,87.5-90%x2-3x2-3 belt,video please,,,,,,,,,,,,,,
,180-185  RAM,pause every rep,,,,,,,,,,,,,,
Squats- 230 max,50%x5 belt,60%x4 belt,70%x3x2 belt,77.5-80%x2-3x3-4 belt,video please,,,,,,,,,,,
"bar x10x1-2, 65-75x6x1-2",115,140,162.5,177.5-185,,,,,,,,,,,,
Overhead Shoulder Press- 85 max,50-55%x5,60-65%x4x1-2,70-75%x3x1-2 belt,video please,,,,,,,,,,,,
"bar x8-10x1-2,  35x6x1-2",45-47.5,50-55,60-65,pause every rep,,,,,,,,,,,,
DB Rear Delt Raises,2-3x8,35-45 lb dbs,,,,,,,,,,,,,,
Barbell Rollouts,2-3x8,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Saturday,25-Jan,,,,,,,,,,,,,,,
Narrow Grip Bench- 177.5-180 max,52.5%x4-5,62.5%x3-4x2,72.5%x2-3x4-5 belt,video please,,,,,,,,,,,,
"bar x10x1-2, 60-70x5-6x1-2",95,115,132.5,pause every rep,,,,,,,,,,,,
Board Press- 2 board  - 175-180 max,80%x3 belt,85%x3x1-2 belt,90%x2-3x3-4 belt,video please,,,,,,,,,,,,
,145,155,162.5,pause every rep,,,,,,,,,,,,
Equipped Deads - Conventional- 255 max,50%x5 belt SD,60%x4 belt SD,70%x3x1-2 belt  SD,75-80%x2-3x3-4  belt SD,video please,,,,,,,,,,,
"bar x10x2, 75x6x2, 105x5 if needed",130,155,180,192.5-205,,,,,,,,,,,,
Equipped Deads off the blocks- Conventional- 255 Max,72.5-77.5%x2-3 belt SD,80-85%x2-3x1-2 belt SD,video please,,,,,,,,,,,,,
bar starts 2-3 inches below the knees,185-200,205-217.5,,,,,,,,,,,,,,
DB Rows,2-4x10-12 ea side,95-115 lb db,pause it at the top and go 2 seconds on the way back down,,,,,,,,,,,,,
Weighted Dips,"bodyweight x6-8, 2-3x3 reps  65-125 lbs",,video please,"head down, knees bent and feet crossed over and behind you, hips pushed forward, down slow, pause the top",video please of the dips,,,,,,,,,,,
Front Elbow Bridge,2-4x:65-:75 Seconds, put 10-25 lbs of plates on your back if very easy ,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sunday,26-Jan,,,,,,,,,,,,,,,
30-60 minutes of light to medium cardio,,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
