Zach Jones 2025 Training Cycle ,,,,,,,,,,,,,,,,
"bar x10x1-2, 60-70x4-6x1-2, 90x2-3, 110-115x1-2",130-135 RAM,145-152.5 2 bd,162.5-170 1.5-1 bd,180-185 1-.5 bd,195-200  .5-.25 bd,pause all reps,***wear your smaller Rage X,,,,,,,,,
Equipped Board Press- 2 board - 210-215 max,95-100%x1x3 belt shirt,video please,,,,,,,,,,,,,,
2 board,205-215,pause all reps,,,,,,,,,,,,,,
Squats- 230-235 max,50%x3-5 belt,60%x3-4 belt,70%x3x2 belt,75%x2-3x3-4 belt,video please,,,,,,,,,,,
"bar x10x2, 75x4-6x2, 95-100x3-5 if needed",117.5-120,142.5,165,175-177.5,,,,,,,,,,,,
High Bar or Saftery Bar Squats - 230-235 max,65-70%x2-3x1-3 belt,,,,,,,,,,,,,,,
feet a little closer than normal ,155-165,video please,,,,,,,,,,,,,,
TKEs with a green band,3-4x15-20 ea leg,,,,,,,,,,,,,,,
DB Flies,3-5x10,40-50 lb dbs,"pause the top and down slow, arms bent slightly",,,,,,,,,,,,,
Barbell Rollouts,3-5x10,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Thursday,1-May,,,,,,,,,,,,,,,
15-30 minutes of light to medium cardio,,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Friday,2-May,,,,,,,,,,,,,,,
Bench- 180 max,50%x5,60%x4,70%x3x2 belt,77.5-80%x2-3x3-4 belt,video please,,,,,,,,,,,
"bar x10x3-4, 60-70x6x3-4",90,110,127.5,140-145,pause every rep,,,,,,,,,,,
RAM Press- 210 max,72.5-75%x3x1-2 belt,80-82.5%x2-3x3 belt,video please,,,,,,,,,,,,,
,152.5-160,167.5-175,pause every rep,,,,,,,,,,,,,
RAM 2 BD Press- 210 max,85-87.5%x2-3x3 belt,video please,,,,,,,,,,,,,,
,177.5-185,pause every rep,,,,,,,,,,,,,,
Conventional Deads with a defcit - 245 max,50%x3 belt ,60%x3x1-2 belt ,65-70%x1-2x3-5 belt  ,video please,,,,,,,,,,,,
"2 mats, bar x10x2, 70-75x4-5x2",125,147.5-150,160-170,,,,,,,,,,,,,
Conventional Deads - 245 max,75%x1-2x1-2  belt  ,video please,,,,,,,,,,,,,,
,185,,,,,,,,,,,,,,,
Reverse Hypers,2-3x8,,,,,,,,,,,,,,,
DB Rear Delt Raises,3-5x8,35-45 lb dbs,,,,,,,,,,,,,,
DB Flies,3-5x8,40-50 lb dbs,"pause the top and down slow, arms bent slightly",,,,,,,,,,,,,
Barbell Rollouts,3-4x8,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Saturday,3-May,,,,,,,,,,,,,,,
Narrow Grip Bench- 180 max,52.5%x4-5,62.5%x3-4x2,72.5%x2-3x4-5 belt,video please,,,,,,,,,,,,
"bar x10x3-4, 60x5-6x3-4",95,112.5-115,130-132.5,pause every rep,,,,,,,,,,,,
Board Press- 2 board  - 180 max,77.5-80%x3 belt,82.5-85%x2-3 belt,87.5-90%x1-3x3-4 belt,video please,,,,,,,,,,,,
,140-145,150-155,157.5-162.5,pause every rep,,,,,,,,,,,,
Squats- 235 max,50%x3 belt,60%x3 belt,70%x3x1-2 belt,77.5-80%x2-3x3-4 belt,video please,,,,,,,,,,,
"bar x10x2, 75x4-5x2, 100-105x3 if needed",120,142.5,165,180-190,,,,,,,,,,,,
Pause Squats- 235 max,67.5-72.5%x2-3x1-2 belt,video please,,,,,,,,,,,,,,
pause the bottom for a 1-one thousand count at the bottom,160-170,,,,,,,,,,,,,,,
Leg Press,2-3x6-8,,,,,,,,,,,,,,,
DB Rows,3-5x8 ea side,90-110 lb db,pause it at the top and go 2 seconds on the way back down,,video please of the dips,,,,,,,,,,,
Tricep Pushdowns with Straight Bar,3-5x10,pause the bottom and up slow,"or Weighted Dips bodyweight x5-6, 2-3x3-4  55-110 lbs",,,,,,,,,,,,,
Front Elbow Bridge,3-4x:50-:60 Seconds, put 10-25 lbs of plates on your back if very easy ,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sunday,5-May,,,,,,,,,,,,,,,
15-30 minutes of light to medium cardio,,,,,,,,,,,,,,,,
Roll/Stretch lower Roll upper with lacrosse ball/Upper Stretch,,,,,,,,,,,,,,,,
